"title";"description";"address";"gisx";"gisy";"image";"link"
"Bibliotheek Museum Plantin-Moretus";"De oude bibliotheek van het Museum Plantin-Moretus telt ongeveer 20.000 volumes met werken gedrukt vÃ³Ã³r 1800. Ze bewaart de meest volledige collectie van boeken gedrukt door Christoffel Plantijn en zijn opvolgers, de Moretussen, ter wereld. Het archief biedt een ongekende blik op het uitgeversbedrijf van de voorbije eeuwen. Daarenboven levert de moderne vakbibliotheek alle informatie over de geschiedenis van de drukkunst en het humanisme in de 16de en 17de eeuw.";"Vrijdagmarkt 1, antwerpen";"4.3991054";"51.2183546";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Bib_MPM_lang.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8005682"
"Nova-Kiel";"Nova is een fantastische plek waar vier organisaties het mooie weer maken. cc De Kern/Nova, vzw Recht-Op, Buurtsport en Samenlevingsopbouw Antwerpen Stad zorgen samen voor een boeiende werking.";"Schijfstraat 105, 2020 Antwerpen (Kiel)";"4.3730676";"51.1909020";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/CCA/antwerpen_be_nova.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8018770"
"cc Link";"Linkeroever heeft sinds 2009 een cultuurcentrum. Nog wel eentje zonder gebouw, maar alvast met veel goesting. Cultuurcentrum link bouwt voort op de vele culturele activiteiten van een handvol actieve organisaties. Of ze nu een nagemaakte potvis laten aanspoelen op Sint-Annastrand of een groots kunstenfestival als BLOK-BLOC neerzetten in het Europark, kunstenaars en actieve bewoners vormen onze grootste inspiratie voor een eigenzinnig cultuuraanbod op Linkeroever.";"Willem Elsschotstraat 5, 2050";"4.3363985";"51.2117628";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/antwerpen_be_link.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8026006"
"cc Ekeren";"cc Ekeren is een cultuurcentrum in opstart. In afwachting van een eigen locatie zetten zij samen met een groep enthousiaste vrijwilligers her en der in Ekeren fijne projecten en voorstellingen op.";"Kloosterstraat 4, 2180 Ekeren";"4.4189425";"51.2795825";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/antwerpen_ekeren.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8042017"
"De Roma en \'t Werkhuys";"De Roma en 't Werkhuys vormen samen het Borgerhoutse luik van de Antwerpse cultuurcentra. Het uitgebreide cultuurprogramma van De Roma zorgt voor een enorm aanbod binnen Borgerhout. Verenigingen en kunstenaars kunnen dan weer zalen huren bij 't Werkhuys.";"Turnhoutsebaan 286, 2140";"4.4404176";"51.2137654";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/Werkhuys _Roma.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8042021"
"De Keyserlei evenementen";"Nog even en de De Keyserlei is volledig in het nieuw. De aannemer is tegen eind oktober klaar met de straatwerken.  De maand november is gereserveerd voor het aanplanten van de nieuwe bomen.";"Astridplein";"4.4210347";"51.2180455";"http://www.antwerpen.be/pics/Stad/Stadsvernieuwing/stationsomgeving/beeldpanelen-De-Keyserlei.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8064187"
"Museum Mayer van den Bergh";"Fritz Mayer van den Bergh (1858-1901) had zijn eigen idee over kunst. Hij interesseerde zich vooral in de werken die in zijn tijd, de 19de eeuw, nog ondergewaardeerd waren en legde daarvan een enorme collectie aan. Dat kunt u vandaag bekijken in het Museum Mayer van den Bergh.";"Lange Gasthuisstraat 19 2000 Antwerpen";"4.4051097";"51.2151597";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Mayer_van_den_Bergh/image_vandenbergh.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=3655"
"Letterenhuis";"Het Letterenhuis houdt nauwgezet de waakvlam van de Vlaamse literatuur van de 19de en de 20ste eeuw levend. De romans van Hendrik Conscience staan er aan het begin van een museumverhaal dat eindigt bij het werk van hedendaagse auteurs. Het Vlaamse literaire erfgoed van de 19de en de 20ste eeuw Â handschriften, brieven, fotoÂs Â wordt bewaard in de archiefdepots van het Letterenhuis.";"Minderbroedersstraat 22 2000 Antwerpen";"4.4052767";"51.2228744";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Letterenhuis/H_hall_x.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=3662"
"Rockoxhuis";"Het Rockoxhuis is de 17de-eeuwse patriciÃ«rswoning van burgemeester Nicolaas Rockox (1560-1640). Hij heeft zijn roem grotendeels te danken aan zijn vriendschap met Rubens en aan de opdrachten die hij deze kunstenaar gegeven heeft.";"Keizerstraat 12, 2000 Antwerpen";"4.4061603";"51.2217913";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/rockox.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4275"
"Erfgoedbibliotheek Hendrik Conscience";"De Erfgoedbibliotheek Hendrik Conscience is de bewaarbibliotheek van de Stad Antwerpen. Haar oorsprong gaat terug tot 1481. De bibliotheek beschikt over een rijke historische collectie, die momenteel is uitgegroeid tot circa Ã©Ã©n miljoen volumes.";"Hendrik Conscienceplein 4 2000 Antwerpen";"4.4043773";"51.2211111";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/2011_Concienceplein_lang.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4323"
"KMSKA";"Het Koninklijk Museum voor Schone Kunsten Antwerpen wordt op dit moment verbouwd. Dat betekent dat de collectie niet meer in het bekende gebouw op het Antwerpse Zuid kan worden getoond. Toch blijven de kunstwerken dichtbij en toegankelijk. Op verschillende gastlocaties in Antwerpen kunt u belangrijke onderdelen van de collectie bezoeken. De verbouwing zal duren tot eind 2017.";"Leopold De Waelplaats 2000";"4.3934110";"51.2091244";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/KMSKA.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4363"
"M HKA";"Het Museum van Hedendaagse Kunst Antwerpen (M HKA), opgericht in 1987, is een internationaal museum met een eigen collectie en een dynamisch tentoonstellingsbeleid.";"Leuvenstraat 32 2000 Antwerpen";"4.3901402";"51.2112971";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/MUHKA_lang.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4380"
"FotoMuseum";"Het FotoMuseum Provincie Antwerpen is een museum met ambitie. Naast haar belangrijke museale taken, behoren initiatieven als portfoliokijkdagen en expertisedagen tot het vaste activiteitenaanbod. Het FotoMuseum geeft een eigen magazine uit.";"Waalsekaai 47, 2000";"4.3877545";"51.2087713";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Fotomuseum.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4529"
"Rubenshuis";"Het Rubenshuis is de plaats waar men het dichtst bij de leefwereld van de grootste barokkunstenaar ten noorden van de Alpen komt. In dit paleisachtige decor bracht Peter Paul Rubens 25 jaar van zijn leven met zijn gezin door.";"Wapper 9-11 2000 Antwerpen";"4.4091201";"51.2173375";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Rubenshuis/Start_Rubenshuis_02.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4547"
"MAS";"Het MAS vertelt in een indrukwekkend gebouw een vernieuwend verhaal over Antwerpen in de wereld. En over de wereld in de Antwerpen. Onder meer. Want het is ook het kijkdepot, het museumplein, de wandelboulevard, het dakpanorama... Het MAS is een totaalbelevenis.";"Hanzestedenplaats, 2000 Antwerpen";"4.4050092";"51.2280370";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/MAS/2011_MAS_opening_01.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4762"
"ModeMuseum";"Het ModeMuseum of MoMu is een onderdeel van de ModeNatie en stelt ruim 25.000 zaken tentoon als kleding, schoenen, wandelstokken, accessoires, kant, enzovoort. Wisselende thematentoonstellingen moeten het museum dynamiek geven.";"Nationalestraat 28 2000 Antwerpen";"4.3996539";"51.2169650";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Mode.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=4933"
"cc Luchtbal";"ÂCultuurcentrum Luchtbal is een culturele oase in het noorden van het district Antwerpen met een hart voor cultuurliefhebbers, verenigingen Ã©n de veelkleurige Luchtbalwijk. Cultuurcentrum Luchtbal verruimt je blik op de wereld (met theater, muziek, expoÂs, cursussen en locatieprojecten).Â";"Columbiastraat 110, 2030 Antwerpen";"4.4238447";"51.2497081";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/antwerpen_be_luchtbal.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=5375"
"Middelheimmuseum";"Het Middelheimmuseum ligt sinds 1950 in het Antwerpse Middelheimpark. Dit openluchtmuseum, dat in de loop der jaren opmerkelijk werd uitgebreid, gaat prat op een schitterende verzameling moderne beeldhouwkunst.";"Middelheimlaan 61 2000 Antwerpen";"4.4160650";"51.1835423";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_Musea/Middelheim/Middelheim_2012.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=5566"
"co Sint-Andries";"Het cultureel ontmoetingscentrum Sint-Andries (coStA) in de Antwerpse binnenstad brengt een met zorg gekozen cultureel programma. CoStA ondersteunt en versterkt het buurt- en verenigingsleven. Jong en oud zijn welkom om van het diverse culturele aanbod te proeven: een mix van theater, muziek, dans en tal van cursussen en workshops.";"Sint-Andriesplaats 24, 2020 Antwerpen";"4.3959408";"51.2149079";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/CCA/antwerpenbe Sint-Andries.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=5577"
"cc Merksem";"Cultuurcentrum Merksem doet cultuur Ã©cht leven door nieuwsgierig te zoeken naar het beste van district en stad. Het is een open huis voor talent, kunstenaars, ontmoeting, liefhebbers en vooral heel veel feest.";"Nieuwdreef 135, 2170 Merksem";"4.4372611";"51.2505373";"http://www.antwerpen.be/pics/Stad/Bedrijven/Cultuur_sport_recreatie/CS_CCentra/antwerpen_be_merksem.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=5680"
