"title";"description";"address";"gisx";"gisy";"image";"link"
"Afrit Zuid";"De school bevindt zich op het bruisende Antwerpse Zuid en bestaat uit 3 locaties: in de Graaf Van Egmontstraat zitten 5 kleutergroepen, in de Kronenburgstraat zijn het 1ste en 2de leerjaar gevestigd en in de Gijzelaarstraat zit het 3de, 4de, 5de en 6de leerjaar.
We zijn een kleinschalige, familiale buurtschool, waar kinderen zich echt thuisvoelen. Actief leren en veel bewegen is bij ons de boodschap. Zo kunnen we samen groeien op een respectvolle en plezierige manier.";"Graaf Van Egmontstraat 18, 2000 Antwerpen";"4.3941063";"51.2114660";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=6001612"
"Steinerschool Antwerpen Basisscholen";"Steinerschool met kleuter en lager onderwijs";"Scheldestraat 62, 2000 Antwerpen";"4.3952887";"51.2114048";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/rudolfsteinerschool.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=6001635"
"De Wereldreiziger";"De Wereldreiziger, school met oog voor het kind en de wereld, is een dynamische basisschool gelegen in het hartje van Antwerpen. 
Een kleuterschool en lagere school waar elk kind krijgt wat het verdient ... onderwijs op maat.
Met een moderne pedagogische aanpak die steunt op begeleid zelfstandig leren in ons Open Leercentrum.";"Quellinstraat 31, 2018 Antwerpen";"4.4162058";"51.2163119";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de wereldreiziger.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009835"
"De Brug";"In onze school willen we alle kinderen helpen hun mogelijkheden te ontwikkelen. Onze taak is ruimer dan 'leerstof helpen verwerken'. We willen bijdragen in de vorming van de hele persoonlijkheid van de kinderen. Daarin speelt de aandacht voor waardeopvoeding een belangrijke rol: het helpen ontwikkelen van openheid, respect en engagement. We willen dit doen in samenwerking met de ouders, de eerste opvoeders van onze kinderen.";"Grotebeerstraat 31, 2018 Antwerpen";"4.4277531";"51.2071465";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/afbeelding de brug site antwerpen.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009848"
"Sint-Ludgardis Belpaire";"Sint-Ludgardisbasisschool BELPAIRE is een kleine familiale, katholieke school (met uniform). Onze katholieke en Vlaamse identiteit willen wij graag op een eigentijdse manier invullen met oog voor de verschillende culturen in onze stad. Zo krijgt uw kind een degelijke en toekomstgerichte kwaliteitsopleiding, die het kan vervolmaken in onze secundaire afdeling Sint-Ludgardis, Maarschalk GÃ©rardstraat.";"Haantjeslei 50-52, 2018 Antwerpen";"4.3990686";"51.2030246";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/Belpaire.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009878"
"De Kolibrie";"De visie van de Stedelijke Basisschool "De Kolibrie" steunt op vier pijlers:  
1. kleinschaligheid (max. 5 klassen in de kleuterschool, 7 klassen in de lagere school)
2. ervaringsgericht 3. zelfstandig leren 4. samen werken";"Markgravelei 149, 2018 Antwerpen";"4.4064810";"51.1966918";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/kolibrieschool.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009885"
"Alberreke";"Basisschool: Kleuter en lager onder 1 dak. Extra leerkrachten voor anderstalige nieuwkomers. Wij leggen extra nadruk op het familiale karakter van onze school";"Albertstraat 24, 2018 Antwerpen";"4.4151025";"51.2052586";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/Alberreke2.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009889"
"Crea 16";"Onze school profileert zich door een schoolteam, dat waarde hecht en werkt aan de creatieve ontplooiing van elk kind van kleuter tot puber. We trachten niet alleen uw kind te helpen bij het zich creatief kunnen en durven uiten, maar we gaan een stapje verder en leren het respect opbrengen voor de creativiteit van anderen. Genieten van het kunstzinnige, maar ook creatief omgaan met informatie en oplossingsmethoden maken deel uit van onze visie.";"Grotehondstraat 50-52, 2018 Antwerpen";"4.4298388";"51.2059845";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/crea 16.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009897"
"De Krekel";"Welkom in onze autonome kleuterschool. Bij iedere inschrijving verwelkomen wij uw kleuter van harte en kan u kennis maken met onze grote gekleurde binnenspeelplaats. Het logo van onze school "De Krekel" staat voor een dynamisch team waarbij ieder kind centraal staat. Onze school neemt deel aan multiculturele projecten, daguitstappen en zwemactiviteiten.";"Provinciestraat 110, 2018 Antwerpen";"4.4257296";"51.2143834";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de krekel.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009907"
"De Kleine Wereld";"Ondanks het oude gebouw heeft de school door de verfraaiingswerken en de vele kunstwerken vanuit het kunstproject "Vlaggen & Wimpels" een toffe uitstraling. De school dankt haar naam aan de vele populieren die zich op de ruime speelplaats en in tuin bevinden. Het is een "open" school waar het welbevinden van alle partijen (kinderen, ouders, personeel, ...) prioriteit is. De school neemt deel aan diverse projecten en er is een nauwe samenwerking met ouders, buurt en externe partners. De school kan met zijn 180 kleuters niet echt klein genoemd worden, maar toch heerst er een intieme sfeer waar iedereen alle kleuters en hun ouders kent.";"Belegstraat 62, 2018 Antwerpen";"4.3962939";"51.2045094";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de populieren.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009915"
"De Kleine Beer";"De Kleine Beer" is een knusse kleuterschool gelegen in een driehoek gevormd door de Paleisstraat, Mechelsesteenweg en Anselmostraat. De ruime en uitnodigende stadstuin die de school rijk is, betovert menig buurtbewoner. Onze school profileert zich duidelijk op domein van muzische vorming. Vanuit de interessesfeer van de kleuters, wordt er zeer veel aandacht besteed aan creatieve ontwikkeling. Vanuit De Kleine Beer stromen de kleuters automatisch door naar De Sterrenkijker in de Durletstraat.";"Molenstraat 24, 2018 Antwerpen";"4.4061296";"51.2072075";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/hetbeertje.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009917"
"De Gele Ballon";"Vanaf schooljaar 2011-2012 starten we met een eerste leerjaar. Elk schooljaar komt er een leerjaar bij. Extra veel ruimte voor de kinderen op de speelplaats en in de turnzaal. Ruime lichte lokalen. Zorg is een prioriteit. Prachtige snoezelruimte.";"Lamorinierestraat 93, 2018 Antwerpen";"4.4217116";"51.2048790";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/lamolientje.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009919"
"De Spiegel";"DE SPIEGEL niet zomaar een school, maar een school ... WAAR iedereen iedereen kent ... interesse wordt bijgebracht voor alles wat rondom hen heen gebeurt. Onze pagadders worden goed voorbereid op het "latere leven". DE SPIEGEL is een kindvriendelijke, mensvriendelijke, milieuvriendelijke, veilige, gezonde, sportieve, pluralistische school zonder racisme.";"Belgielei 99, 2018 Antwerpen";"4.4182958";"51.2058037";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009921"
"De Wereldschool";"";"Brederodestraat 119, 2018 Antwerpen";"4.3937413";"51.2032694";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/wereldschool.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009923"
"Heilig Hart";"Katholieke kleuter- en lagere school met uniform.";"Isabellalei 107, 2018 Antwerpen";"4.4183294";"51.2032966";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/Heilig hart.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009925"
"Yavne";"De Yavne school is een joodse school met een erg familiaal karakter. De school bestaat zowel uit een kleuterschool, een lagere school en een middelbare school van het ASO type. Zorg en GOK dragen wij hoog in ons vaandel. Iedereen is steeds welkom in onze kleine, maar erg gezellige school. Onze school bezit ook een park, wat in de nabijheid ook wel eens de "groene long" wordt genoemd.";"Lamorinierestraat 150, 2018 Antwerpen";"4.4206207";"51.2036878";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009929"
"De Zonnebloem";"Wij willen een basisschool zijn waar kinderen zich betrokken voelen bij het leren, waar er een verbondenheid is met zichzelf, de anderen en met de buurt. Wij willen een eigentijdse, katholiek geÃ¯nspireerde basisschool zijn waar de godsdienstvorming- en vieringen, in de lagere school, gebeuren in 2 afzonderlijke groepen nl. katholieke en islamitische, om het eigen karakter van iedere godsdienst te leren.";"Van Trierstraat 28, 2018 Antwerpen";"4.4014786";"51.2007176";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de zonnebloem 2.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009933"
"Sint-Jozefinstituut";"Gesubsidieerde vrije basisschool: kleuterschool en lagere school met uniform. Zowel voor jongens als voor meisjes. Elk kind wordt van nabij opgevolgd in een familiale sfeer. Hier telt iedereen mee!!!";"Jacob Jordaensstraat 75-77, 2018 Antwerpen";"4.4139521";"51.2085055";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009937"
"Leefschool De Dageraad";"Leefschool De Dageraad ligt in hartje Zurenborg en bruist mee met de wijk. Het schoolproject legt zowel voor de kleuter- als voor de lagere school sterk de klemtoon op welbevinden, betrokkenheid en ervaringsgericht leren. De Dageraad is een eerder kleinschalige school waar kinderen en leerkrachten elkaar kennen en samenwerking geen dode letter is. Vandaar dat de ouderbetrokkenheid sterk uitgebouwd is doorheen het schoolleven. Elke dag starten we in de klas met een kringmoment, waar kinderen op verhaal kunnen komen. Kinderen leren doorheen onze basisschool stap voor stap zelfstandig(er) werken, met ondersteuning van de leerkracht. De klasprojectwerking sluit nauw aan bij de leefwereld van kinderen, zonder daarbij de aandacht voor de leerdoelen te verliezen. Maandelijks is er een forum en een maandopener (we zingen een half uurtje met alle kinderen samen).";"Lange Altaarstraat 4, 2018 Antwerpen";"4.4324994";"51.2075621";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/dageraad.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009941"
"VIB Jesode-Hatora";"Joodse basisschool";"Lange Van Ruusbroecstraat 12-34, 2018 Antwerpen";"4.4257417";"51.2076857";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009945"
"Sint-Norbertusinstituut";"Ervaringsgerichte activiteiten met veel aandacht voor speelse werkvormen. Proefondervindelijk leren. Werken met hoofd, hart en handen. Computervaardig. We zorgen voor een goede conditie. Permanente begeleiding van CLB, schoollogopediste, het ganse schoolteam. De vestiging in de Hertsdeinstraat biedt alleen kleuteronderwijs.";"Hertsdeinstraat 25, 2018 Antwerpen";"4.3986449";"51.2036610";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009949"
"Experimentele basisschool Vita et Pax (Montessori)";"";"Breughelstraat 19, 2018 Antwerpen";"4.4151296";"51.2083093";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009951"
"Steinerkleuterschool De Hazelaar";"Kleuterschool met Steinerpedagogie. Voortdurende wakkerheid voor de ontwikkelingsweg van ieder opgroeiend kind, dat is het vertrekpunt. Wat komt dit kind ons vertellen? Over zichzelf, over mijzelf, over de wereld? Vanuit eerbied voor de eigenheid van ieder kind zoekt de leerkracht naar de beste manier om het te begeleiden in zijn ontplooiing. Evenwicht in de intellectuele, sociale en daadkrachtige kwaliteiten wordt hierbij nagestreefd. De leerstof is dan het middel, waaraan het kind zich kan ontplooien. De Hazelaar heeft geen peuterklas en kiest bewust voor leeftijdsgemengde kleutergroepen met bij voorkeur 3 jaar als instapleeftijd.";"Lange Lozanastraat 117, 2018 Antwerpen";"4.4054276";"51.2027884";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de hazelaar.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009955"
"Benoth Jerusalem";"Streng orthodoxe meisjesschool van de Belzer gemeenschap. Onze meisjesschool "Benoth Jerusalem", opgericht te Antwerpen in 1955 als gesubsidieerde vrije IsraÃ«litische basisschool, heeft als doelstelling te fungeren als een kwalitatieve basisschool met alle beginselen voor een degelijke en bekwame educatie. In onze gemeenschap staan de normen en waarden van het traditionele Jodendom als leidraad in de opvoeding van het kind. Daarom bepleiten wij een goede integratie van het kind in de algemene samenleving en maatschappij, echter met behoud van eigen godsdienstige waarden en culturele achtergronden. Met deze richtlijnen vormen wij ons beleid. Het schoolbestuur erkent tevens de bijzondere macht van de opperrabbijn om zelf, of door zijn afgevaardigden, te waken over de godsdienstige en morele vorming en de joodse opvoeding die in haar onderwijsinstelling worden verstrekt.";"Van Immerseelstraat 29, 2018 Antwerpen";"4.4231471";"51.2123849";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009957"
"Wiznitz";"Orthodoxe Joodse jongensschool.";"Belgielei 1, 2018 Antwerpen";"4.4198387";"51.2072673";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009961"
"Expo 34";"Op onze campus De Tandem liggen de stedelijke kleuterschool Het Vosje en de stedelijke lagere school Expo 34. Vanaf de leeftijd van 2 jaar en 6 maanden kan je kind ingeschreven worden in de kleuterschool Het Vosje en blijft ingeschreven tot het einde van de lagere school. Onze school heeft veel aandacht voor het culturele in de brede zin van het woord en biedt aan alle leerlingen kansen op een maximale persoonlijkheidsontwikkeling. Onze school werd volledig gerenoveerd en alle klassen zijn met smartbord uitgerust. Indien u nog vragen hebt, kan u gerust contact opnemen.";"Pestalozzistraat 5, 2020 Antwerpen";"4.3909715";"51.1866839";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/expo34.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009963"
"De Blokkendoos";"Kleinschalig, iedereen kent iedereen, onderwijs op maat, scheppen van een positief leef- en leerklimaat, ontwikkelen en versterken van de zelfbeheersing, kunnen samenwerken.";"Van Peenestraat 4, 2020 Antwerpen";"4.3755551";"51.1899470";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/studiewijzer/de blokkendoos.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009967"
"\'t Zwaantje";"Kleinschalig, veel buitenspeelruimte, voor- en nabewaking, woensdagnamiddagbewaking.";"Krugerstraat 26, 2660 Hoboken";"4.3709255";"51.1826341";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8009969"
